ada,issueDate,year,month,titlos_apofasis,foreas_name,organization,decisionType,poso_eur,assignment_type,contractor_name,documentUrl,kategoria,size_category
6ΛΗΝΩΨΣ-Θ69,09/11/2023 02:00:00,2023,11,"ΧΕΠ Γ.502/2023, ΜΕΜΕΤ ΓΚΙΟΥΛΣΕΝ του Μεχμέτ, Υλικά για την επισκευή και συντήρηση σχολικών μονάδων Δ. Αρριανών.",ΔΗΜΟΣ ΑΡΡΙΑΝΩΝ,"{'uid': '6044', 'label': 'ΔΗΜΟΣ ΑΡΡΙΑΝΩΝ', 'active': None, 'latinName': 'dimosarrianon', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",651.95,Ανάθεση (μη προσδιορισμένος τύπος),Δεν εντοπίστηκε,https://diavgeia.gov.gr/doc/6ΛΗΝΩΨΣ-Θ69,Επισκευή,Α. Κάτω από €1.000
6Χ57ΩΛΕ-0ΑΘ,22/11/2023 02:00:00,2023,11,Εξώφληση 2ου Λογαριασμού για το έργο Συντηρήσεις σχολικών κτιρίων για το 2023 ΑΡ.ΠΡ.6838 23/3/23 ΑΙΤΗΜΑ ΤΥ,ΔΗΜΟΣ ΚΩ,"{'uid': '6164', 'label': 'ΔΗΜΟΣ ΚΩ', 'active': None, 'latinName': 'Dimosko', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",7280.84,Συνοπτικός Διαγωνισμός,Δεν εντοπίστηκε,https://diavgeia.gov.gr/doc/6Χ57ΩΛΕ-0ΑΘ,Συντήρηση,Γ. €5.000 - €20.000
6ΧΑ9Ω1Ε-ΡΥ4,14/09/2023 03:00:00,2023,9,Χρηματικό Ενταλμα Πληρωμής Α-791 για :Έναντι 3ου λογαριασμού για το έργο Επισκευή και συντήρηση σχολικών κτιρίων 2021 (ΣΑΤΑ ΣΧΟΛΕΙΩΝ),ΔΗΜΟΣ ΣΑΛΑΜΙΝΑΣ,"{'uid': '6266', 'label': 'ΔΗΜΟΣ ΣΑΛΑΜΙΝΑΣ', 'active': None, 'latinName': 'salamina', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",21173.9,Απλή Πληρωμή / Τακτική,Δεν εντοπίστηκε,https://diavgeia.gov.gr/doc/6ΧΑ9Ω1Ε-ΡΥ4,Επισκευή,Δ. €20.000 - €50.000
ΡΨ25ΩΚΥ-ΓΛ5,26/10/2023 03:00:00,2023,10,"10ος ΛΟΓΑΡΙΑΣΜΟΣ - 1η ΑΝΑΘΕΩΡΗΣΗ ΠΛΗΡΩΜΗ ΔΑΠΑΝΗΣ ΓΙΑ ""ΣΥΝΤΗΡΗΣΗ ΣΧΟΛΙΚΩΝ ΚΤΗΡΙΩΝ ΚΑΙ ΑΥΛEΙΩΝ ΧΩΡΩΝ ΕΤΟΥΣ 2018"" ",ΔΗΜΟΣ ΝΕΑΣ ΙΩΝΙΑΣ,"{'uid': '6209', 'label': 'ΔΗΜΟΣ ΝΕΑΣ ΙΩΝΙΑΣ', 'active': None, 'latinName': 'neaionia', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",2476.78,Απλή Πληρωμή / Τακτική,| (ΣΥΝΕΧΙΖΟΜΕΝΟ) |,https://diavgeia.gov.gr/doc/ΡΨ25ΩΚΥ-ΓΛ5,Συντήρηση,Β. €1.000 - €5.000
Ρ4ΖΟΩ9Λ-Π47,19/10/2023 03:00:00,2023,10,"Πληρωμή 4ου λογαριασμού του έργου ""Συντήρηση σχολικών κτιρίων του Δήμου Γαλατσίου"" (ΤΠΥ 258/14.09.2023)",ΔΗΜΟΣ ΓΑΛΑΤΣΙΟΥ,"{'uid': '6063', 'label': 'ΔΗΜΟΣ ΓΑΛΑΤΣΙΟΥ', 'active': None, 'latinName': 'dimosgalatsiou', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",58996.76,Συνοπτικός Διαγωνισμός,BUILD & BOND ΤΕΧΝΙΚΗ ΚΑ ΤΑΣΚΕΥ ΑΣΤΙΚΗ ΕΠΕ,https://diavgeia.gov.gr/doc/Ρ4ΖΟΩ9Λ-Π47,Λοιπά,Ε. Άνω από €50.000
Ψ47ΖΩΕ7-Λ73,25/10/2023 03:00:00,2023,10,Χρηματικό Ενταλμα Πληρωμής Β-2099 για :ΑΠΟΔΟΣΗ ΣΤΗΝ  Α΄ΒΑΘΜΙΑ ΣΧΟΛΙΚΗ ΕΠΙΤΡΟΠΗ ΠΟΣΟΥ ΓΙΑ ΕΠΙΣΚΕΥΗ ΚΑΙ ΣΥΝΤΗΡΗΣΗ ΣΧΟΛΙΚΩΝ ΚΤΙΡΙΩΝ,ΔΗΜΟΣ ΙΣΤΙΑΙΑΣ - ΑΙΔΗΨΟΥ,"{'uid': '6124', 'label': 'ΔΗΜΟΣ ΙΣΤΙΑΙΑΣ - ΑΙΔΗΨΟΥ', 'active': None, 'latinName': 'istiaias-aidipsou', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",18000.0,Απλή Πληρωμή / Τακτική,Δεν εντοπίστηκε,https://diavgeia.gov.gr/doc/Ψ47ΖΩΕ7-Λ73,Επισκευή,Γ. €5.000 - €20.000
ΨΤ08ΩΕ7-ΕΛ8,25/10/2023 03:00:00,2023,10,Χρηματικό Ενταλμα Πληρωμής Β-2100 για :ΑΠΟΔΟΣΗ ΣΤΗΝ Β΄ΒΑΘΜΙΑ ΣΧΟΛΙΚΗ ΕΠΙΤΡΟΠΗ ΠΟΣΟΥ ΓΙΑ ΕΠΙΣΚΕΥΗ ΚΑΙ ΣΥΝΤΗΡΗΣΗ ΣΧΟΛΙΚΩΝ ΚΤΙΡΙΩΝ,ΔΗΜΟΣ ΙΣΤΙΑΙΑΣ - ΑΙΔΗΨΟΥ,"{'uid': '6124', 'label': 'ΔΗΜΟΣ ΙΣΤΙΑΙΑΣ - ΑΙΔΗΨΟΥ', 'active': None, 'latinName': 'istiaias-aidipsou', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",12000.0,Απλή Πληρωμή / Τακτική,Δεν εντοπίστηκε,https://diavgeia.gov.gr/doc/ΨΤ08ΩΕ7-ΕΛ8,Επισκευή,Γ. €5.000 - €20.000
9ΩΛΔΩΞΑ-1ΩΚ,21/11/2023 02:00:00,2023,11,ΕΠΙΣΚΕΥΗ ΚΑΙ ΣΥΝΤΗΡΗΣΗ ΣΧΟΛΙΚΩΝ ΚΤΙΡΙΩΝ - ΟΜΑΔΑ1- ΕΠΙΣΚΕΥΕΣ ΣΤΕΓΩΝ 1ου ΔΗΜΟΤΙΚΟΥ ΣΧΟΛΕΙΟΥ ΓΑΣΤΟΥΝΗΣ,ΔΗΜΟΣ ΠΗΝΕΙΟΥ,"{'uid': '6249', 'label': 'ΔΗΜΟΣ ΠΗΝΕΙΟΥ', 'active': None, 'latinName': 'dimospineiou', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",6107.74,Ανάθεση (μη προσδιορισμένος τύπος),Δεν εντοπίστηκε,https://diavgeia.gov.gr/doc/9ΩΛΔΩΞΑ-1ΩΚ,Επισκευή,Γ. €5.000 - €20.000
Ψ42Ο46ΜΓ2Α-06Ι,19/12/2023 02:00:00,2023,12,"ΕΞ/ΣΗ 1ου ΛΟΓ/ΜΟΥ ΤΟΥ ΈΡΓΟΥ ""ΕΠΙΣΚΕΥΗ ΚΑΙ ΣΥΝΤΗΡΗΣΗ ΣΧΟΛΙΚΩΝ ΚΤΙΡΙΩΝ Α'/ΒΑΘΜΙΑΣ ΕΚΠΑΙΔΕΥΣΗΣ "" (Τεχν.Πρ.2020)",ΔΗΜΟΣ ΚΕΝΤΡΙΚΗΣ ΚΕΡΚΥΡΑΣ ΚΑΙ ΔΙΑΠΟΝΤΙΩΝ ΝΗΣΩΝ,"{'uid': '100049209', 'label': 'ΔΗΜΟΣ ΚΕΝΤΡΙΚΗΣ ΚΕΡΚΥΡΑΣ ΚΑΙ ΔΙΑΠΟΝΤΙΩΝ ΝΗΣΩΝ', 'active': None, 'latinName': 'MUNICIPALITY_OF_CENTRAL_CORFU_AND_DIAPONTIA_ISLANDS', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",8482.25,Απλή Πληρωμή / Τακτική,ΓΑΛΑΝΗΣ ΙΩΑΝΝΗΣ,https://diavgeia.gov.gr/doc/Ψ42Ο46ΜΓ2Α-06Ι,Επισκευή,Γ. €5.000 - €20.000
921ΥΩ9Ο-ΔΟΑ,11/12/2023 02:00:00,2023,12,"Προμήθεια Αλουμίνια-Σιδηρικών υλικών για τη συντήρηση σχολικών και δημοτικών κτιρίων της Δ.Ε. Βεργίνας, Μακεδονίδας ποσού 7.484,08€ 3SYMV013176684",ΔΗΜΟΣ ΒΕΡΟΙΑΣ,"{'uid': '6053', 'label': 'ΔΗΜΟΣ ΒΕΡΟΙΑΣ', 'active': None, 'latinName': 'beroia', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",7236.65,Απευθείας Ανάθεση,ΜΕΙΜΑΡΙΔΗ Β. ΑΦΟΙ Ο.Ε,https://diavgeia.gov.gr/doc/921ΥΩ9Ο-ΔΟΑ,Λοιπά,Γ. €5.000 - €20.000
9ΜΗΤΩΡΔ-8Δ4,20/12/2023 02:00:00,2023,12,"ΕΡΓΑΣΙΕΣ ΕΠΙΣΚΕΥΗΣ ΚΑΙ ΣΥΝΤΗΡΗΣΗΣ ΣΧΟΛΙΚΩΝ ΚΤΙΡΙΩΝ 2023 ΑΣΕ 11/2023 , ΑΔΣ 137/202",ΔΗΜΟΣ ΘΑΣΟΥ,"{'uid': '6110', 'label': 'ΔΗΜΟΣ ΘΑΣΟΥ', 'active': None, 'latinName': 'dimosthassou', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",13909.1,Απλή Πληρωμή / Τακτική,Δεν εντοπίστηκε,https://diavgeia.gov.gr/doc/9ΜΗΤΩΡΔ-8Δ4,Επισκευή,Γ. €5.000 - €20.000
690ΤΩΞΨ-ΕΡΩ,21/12/2023 02:00:00,2023,12,Παρεμβάσεις επισκευών και συντηρήσεων Σχολικών υποδομών του Δ. Παγγαίου * 2ος λογ/σμος * Μελ.1005/2023,ΔΗΜΟΣ ΠΑΓΓΑΙΟΥ,"{'uid': '6229', 'label': 'ΔΗΜΟΣ ΠΑΓΓΑΙΟΥ', 'active': None, 'latinName': 'dimospaggaiou', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",35366.03,Συνοπτικός Διαγωνισμός,Δεν εντοπίστηκε,https://diavgeia.gov.gr/doc/690ΤΩΞΨ-ΕΡΩ,Επισκευή,Δ. €20.000 - €50.000
ΡΒΕΓΩΕΦ-ΕΞΔ,20/12/2023 02:00:00,2023,12,ΧΕΠ 1329/2023 ΕΞΩΦΛΗΣΗ 3ου ΛΟΓ/ΣΜΟΥ ΤΟΥ ΕΡΓΟΥ: ΣΥΝΤΗΡΗΣΗ ΣΧΟΛΙΚΟΥ ΚΤΙΡΙΟΥ ΚΑΤΣΑΡΩΝΙΟΥ (ΠΛΗΡΩΜΗ ΑΝΑΘΕΩΡΗΣΗΣ),ΔΗΜΟΣ ΚΑΡΥΣΤΟΥ,"{'uid': '6138', 'label': 'ΔΗΜΟΣ ΚΑΡΥΣΤΟΥ', 'active': None, 'latinName': 'dimos_karystou', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",3825.02,Απλή Πληρωμή / Τακτική,Δ. ΓΕΩΡΓΙΟΥ - Ν. ΦΟΥΚΑΣ & ΣΙΑ Ο.Ε,https://diavgeia.gov.gr/doc/ΡΒΕΓΩΕΦ-ΕΞΔ,Συντήρηση,Β. €1.000 - €5.000
9ΝΨΞΩ15-3Δ7,27/12/2023 02:00:00,2023,12,ΕΞΟΦΛΗΣΗ 1ΟΥ ΛΟΓ/ΣΜΟΥ ΤΟΥ ΕΡΓΟΥ : ΕΠΙΣΚΕΥΗ ΚΑΙ ΣΥΝΤΗΡΗΣΗ ΣΧΟΛΙΚΩΝ ΚΑΙ ΛΟΙΠΩΝ ΥΠΟΔΟΜΩΝ  ΔΗΜΟΥ ΣΟΥΦΛΙΟΥ,ΔΗΜΟΣ ΣΟΥΦΛΙΟΥ,"{'uid': '6284', 'label': 'ΔΗΜΟΣ ΣΟΥΦΛΙΟΥ', 'active': None, 'latinName': 'dimos_soufliou', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",34137.35,Απλή Πληρωμή / Τακτική,Δεν εντοπίστηκε,https://diavgeia.gov.gr/doc/9ΝΨΞΩ15-3Δ7,Επισκευή,Δ. €20.000 - €50.000
9ΗΣ0Ω9Ο-ΝΡ0,28/12/2023 02:00:00,2023,12,"Προμήθεια υλικών Κεντρικών θερμάνσεων-'Υδρευσης-Αποχέτευσης για τη συντήρηση σχολικών και δημοτικών κτιρίων Δ.Ε. Δοβράς, Βεργίνας, Μακεδονίδας-23SYMV014035427",ΔΗΜΟΣ ΒΕΡΟΙΑΣ,"{'uid': '6053', 'label': 'ΔΗΜΟΣ ΒΕΡΟΙΑΣ', 'active': None, 'latinName': 'beroia', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",9592.04,Απευθείας Ανάθεση,ΦΩΤΙΑΔΗΣ ΒΙΚΤΩΡ. ΚΩΝΣΤΑΝΤΙΝΟΣ,https://diavgeia.gov.gr/doc/9ΗΣ0Ω9Ο-ΝΡ0,Λοιπά,Γ. €5.000 - €20.000
ΩΑΞΚΩ9Ζ-Ν37,10/07/2017 03:00:00,2017,7,"ΧΡΗΜΑΤΙΚΟ ΕΝΤΑΛΜΑ ΠΛΗΡΩΜΗΣ Β323/2017 Συντήρηση σχολικών κτιρίων Μαραθιά-
Γλυφάδας- Ερατεινής",ΔΗΜΟΣ ΔΩΡΙΔΟΣ,"{'uid': '6085', 'label': 'ΔΗΜΟΣ ΔΩΡΙΔΟΣ', 'active': None, 'latinName': 'DHMOSDORIDOS', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",3399.52,Απλή Πληρωμή / Τακτική,ΒΑΡΑΣΙΑΣ ΧΡΗΣΤΟΣ Κ΄ ΣΙΑ Ο.Ε,https://diavgeia.gov.gr/doc/ΩΑΞΚΩ9Ζ-Ν37,Λοιπά,Β. €1.000 - €5.000
ΨΔΔΞΩΨ7-14Ι,12/12/2023 02:00:00,2023,12,"Πληρωμή 4ου λογαριασμού του έργου - Επισκευή και συντήρηση σχολικών κτιρίων Δ. Αλμυρού 2018,",ΔΗΜΟΣ ΑΛΜΥΡΟΥ,"{'uid': '6022', 'label': 'ΔΗΜΟΣ ΑΛΜΥΡΟΥ', 'active': None, 'latinName': 'dimosalmyrou', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",1727.83,Απλή Πληρωμή / Τακτική,Δεν εντοπίστηκε,https://diavgeia.gov.gr/doc/ΨΔΔΞΩΨ7-14Ι,Επισκευή,Β. €1.000 - €5.000
60ΘΩΩΨ7-ΑΘΚ,14/12/2023 02:00:00,2023,12,"Εργασίες 2ης εντολής πληρωμής του έργου ""Επισκευή - συντήρηση σχολικών κτιρίων Δήμου Αλμυρού 2022""",ΔΗΜΟΣ ΑΛΜΥΡΟΥ,"{'uid': '6022', 'label': 'ΔΗΜΟΣ ΑΛΜΥΡΟΥ', 'active': None, 'latinName': 'dimosalmyrou', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",544.76,Απλή Πληρωμή / Τακτική,Δεν εντοπίστηκε,https://diavgeia.gov.gr/doc/60ΘΩΩΨ7-ΑΘΚ,Επισκευή,Α. Κάτω από €1.000
ΨΝΕΡΩΗ5-8ΝΘ,14/12/2023 02:00:00,2023,12,3Η ΠΙΣΤΟΠΟΙΗΣΗ ΕΡΓΑΣΙΩΝ ΓΙΑ ΤΟ ΕΡΓΟ - Υποέργο 2: «Συντήρηση σχολικών μονάδων Πρωτοβάθμιας Εκπαίδευσης Δ. Χανίων» ,ΔΗΜΟΣ ΧΑΝΙΩΝ,"{'uid': '6318', 'label': 'ΔΗΜΟΣ ΧΑΝΙΩΝ', 'active': None, 'latinName': 'chania', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",77265.97,Απλή Πληρωμή / Τακτική,ΗΡΩΝ ΚΑΤΑΣΚΕΥ ΑΣΤΙΚΗ ΝΑ ΥΤΙΛΙΑΚΗ ΞΕΝΟΔΟΧΕΙΑΚΗ ΑΕ ΑΦΜ,https://diavgeia.gov.gr/doc/ΨΝΕΡΩΗ5-8ΝΘ,Λοιπά,Ε. Άνω από €50.000
ΨΩΖ8ΩΕΥ-ΘΝ6,15/12/2023 02:00:00,2023,12,Επισκευή - συντήρηση σχολικού συγκροτήματος 9ου Δημοτικού Ειδικού Σχολείου Καστοριάς & αύλειου χώρου,ΔΗΜΟΣ ΚΑΣΤΟΡΙΑΣ,"{'uid': '6141', 'label': 'ΔΗΜΟΣ ΚΑΣΤΟΡΙΑΣ', 'active': None, 'latinName': 'dimoskastorias', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",66059.89,Διαγωνισμός,ΔΗΜΙΟΥΡΓΙΚΗ Α.Τ.Ε,https://diavgeia.gov.gr/doc/ΨΩΖ8ΩΕΥ-ΘΝ6,Επισκευή,Ε. Άνω από €50.000
61ΡΑΩΕΘ-ΨΑΝ,13/12/2023 02:00:00,2023,12,Αμοιβή συμβολαιογράφου για τη σύνταξη του υπ'αριθμ.14664 συμβολαίου για το έργο ¨Συντήρηση σχολικών μονάδων Δήμου Κασσάνδρας και διασφάλιση προσβασιμότητας ΑΜΕΑ¨,ΔΗΜΟΣ ΚΑΣΣΑΝΔΡΑΣ,"{'uid': '6140', 'label': 'ΔΗΜΟΣ ΚΑΣΣΑΝΔΡΑΣ', 'active': None, 'latinName': 'dimos_kassandras', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",642.82,Απλή Πληρωμή / Τακτική,ΑΝΑΣΤΑΣΙΑ ΤΣΑΚΑΝΙΚΑ,https://diavgeia.gov.gr/doc/61ΡΑΩΕΘ-ΨΑΝ,Αμοιβή / Μισθοδοσία,Α. Κάτω από €1.000
ΩΖΘΗΩΕΗ-6Ε5,15/12/2023 02:00:00,2023,12,"Δαπάνες αποπληρωμής εφημερίδων για τη δημοσίευση : ΠΡΟΚΗΡΥΞΗ ΣΥΜΒΑΣΗΣ ΤΟΥ ΕΡΓΟΥ ""ΣΥΝΤΗΡΗΣΕΙΣ ΣΧΟΛΙΚΩΝ ΣΥΓΚΡΟΤΗΜΑΤΩΝ 2018""-ΑΓΟΝΟΣ ΔΙΑΓΩΝΙΣΜΟΣ",ΔΗΜΟΣ ΚΑΡΔΙΤΣΑΣ,"{'uid': '6135', 'label': 'ΔΗΜΟΣ ΚΑΡΔΙΤΣΑΣ', 'active': None, 'latinName': 'Dimos_Karditsas', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",13.12,Διαγωνισμός,Δεν εντοπίστηκε,https://diavgeia.gov.gr/doc/ΩΖΘΗΩΕΗ-6Ε5,Συντήρηση,Α. Κάτω από €1.000
Ψ0ΦΣΩΕ6-ΡΛΔ,05/12/2023 02:00:00,2023,12,7ος ΛΟΓ ΕΝΑΝΤΙ ΑΝΑΘΕΩΡΗΣΕΙΣ -Συντηρήσεις σχολικών κτιρίων Δήμου Καβάλας ετους 2022 - 2023 ΠΛΗΡΩΜΗ ΑΝΑΘΕΩΡΗΣΕΩΝ ,ΔΗΜΟΣ ΚΑΒΑΛΑΣ,"{'uid': '6126', 'label': 'ΔΗΜΟΣ ΚΑΒΑΛΑΣ', 'active': None, 'latinName': 'dimos_kavalas', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",11965.42,Διαγωνισμός,ΚΟΙΝΟΠΡΑΞΙΑΑΠΡΑΣΙΝΗΣ ΚΑΙ ΣΙΑ ΕΕ ΤΣΑΝΤΑΣ ΠΑΝΑΓΙΩΤΗΣ ΑΦΜ,https://diavgeia.gov.gr/doc/Ψ0ΦΣΩΕ6-ΡΛΔ,Συντήρηση,Γ. €5.000 - €20.000
ΨΙΚΠΩ6Υ-ΥΚΔ,05/12/2023 02:00:00,2023,12,"5η  Εντολή Πληρωμής για το έργο ""Έκτακτες συντηρήσεις σχολικών μονάδων 2022"" βάσει της  Συμβ. με ΑΔΑΜ: 22SYMV011427200 & 23SYMV013363599",ΔΗΜΟΣ ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ,"{'uid': '6005', 'label': 'ΔΗΜΟΣ ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ', 'active': None, 'latinName': 'agiaparaskevi', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",8133.62,Απλή Πληρωμή / Τακτική,Δεν εντοπίστηκε,https://diavgeia.gov.gr/doc/ΨΙΚΠΩ6Υ-ΥΚΔ,Συντήρηση,Γ. €5.000 - €20.000
ΨΒΕ6Ω9Ρ-69Ψ,21/11/2023 02:00:00,2023,11,"ΧΕΠ Ε1/2023
6ος ΛΟΓΑΡΙΑΣΜΟΣ ΕΡΓΟΥ ''ΣΥΝΤΗΡΗΣΗ ΣΧΟΛΙΚΩΝ ΚΤΙΡΙΩΝ '' ΣΤΟΝ ΔΗΜΟ ΒΡΙΛΗΣΣΙΩΝ",ΔΗΜΟΣ ΒΡΙΛΗΣΣΙΩΝ,"{'uid': '6061', 'label': 'ΔΗΜΟΣ ΒΡΙΛΗΣΣΙΩΝ', 'active': None, 'latinName': 'dimosvrilissia', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",72419.58,Συνοπτικός Διαγωνισμός,ΑΡΙΘΜΟΣ 1,https://diavgeia.gov.gr/doc/ΨΒΕ6Ω9Ρ-69Ψ,Συντήρηση,Ε. Άνω από €50.000
9ΕΝΗΩΕ6-ΧΧΕ,25/10/2023 03:00:00,2023,10,5ος ΛΟΓΑΡΙΑΣΜΟΣ -ΑΝΑΘΕΩΡΗΣΕΙΣ Συντηρήσεις σχολικών κτιρίων Δήμου Καβάλας ετους 2022 - 2023 ΠΛΗΡΩΜΗ ΑΝΑΘΕΩΡΗΣΕΩΝ ,ΔΗΜΟΣ ΚΑΒΑΛΑΣ,"{'uid': '6126', 'label': 'ΔΗΜΟΣ ΚΑΒΑΛΑΣ', 'active': None, 'latinName': 'dimos_kavalas', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",76676.94,Απλή Πληρωμή / Τακτική,ΚΟΙΝΟΠΡΑΞΙΑΑΠΡΑΣΙΝΗΣ ΚΑΙ ΣΙΑ ΕΕ ΤΣΑΝΤΑΣ ΠΑΝΑΓΙΩΤΗΣ ΑΦΜ,https://diavgeia.gov.gr/doc/9ΕΝΗΩΕ6-ΧΧΕ,Συντήρηση,Ε. Άνω από €50.000
99ΔΥΩΗ5-ΚΧΑ,25/10/2023 03:00:00,2023,10,ΕΙΣΠΡΑΞΗ 2ου ΛΟΓΑΡΙΑΣΜΟΥ ΤΟΥ ΕΡΓΟΥ -Υποέργο 1: «Συντήρηση σχολικών μονάδων Δευτεροβάθμιας Εκπαίδευσης Δ. Χανίων»,ΔΗΜΟΣ ΧΑΝΙΩΝ,"{'uid': '6318', 'label': 'ΔΗΜΟΣ ΧΑΝΙΩΝ', 'active': None, 'latinName': 'chania', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",276310.18,Απλή Πληρωμή / Τακτική,Δεν εντοπίστηκε,https://diavgeia.gov.gr/doc/99ΔΥΩΗ5-ΚΧΑ,Λοιπά,Ε. Άνω από €50.000
6ΟΔ1Ω9Λ-ΛΒΘ,18/12/2023 02:00:00,2023,12,"Πληρωμή 5ου λογαριασμού του έργου ""Συντήρηση σχολικών κτιρίων του Δήμου Γαλατσίου"" (ΤΠΥ 272/14-11-2023)",ΔΗΜΟΣ ΓΑΛΑΤΣΙΟΥ,"{'uid': '6063', 'label': 'ΔΗΜΟΣ ΓΑΛΑΤΣΙΟΥ', 'active': None, 'latinName': 'dimosgalatsiou', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",36487.84,Συνοπτικός Διαγωνισμός,BUILD & BOND ΤΕΧΝΙΚΗ ΚΑ ΤΑΣΚΕΥ ΑΣΤΙΚΗ ΕΠΕ,https://diavgeia.gov.gr/doc/6ΟΔ1Ω9Λ-ΛΒΘ,Λοιπά,Δ. €20.000 - €50.000
